user_id,menu_name,relevance
5,thai coconut curry baby corn chef s choice,0
5,indonesian beef bakso special,0
5,sapi cabe garam spesial,0
5,cah buncis ayam,0
5,dori saus mentega diet,0
5,ayam bumbu kari,0
5,tumis ayam paprika,0
5,sapi cabe garam bowl,0
5,mac diet panas special special,0
5,rawon surabaya lengkap,0
5,chicken ball woku,0
5,chicken crispy saus barbeque,0
5,chicken ball blackpepper box,0
5,chicken sandwich box,0
5,beef burger diet,0
5,ayam asam manis healthy signature,0
5,telur mata sapi balado special,0
5,ayam sambel geprek bowl,0
6,soto ayam kuning,1
6,opor ayam tanpa santan,1
6,soto ayam spesial,1
6,chicken curry,1
6,indonesian beef bakso signature,0
6,grilled chicken dietgo healthy,0
6,fish stick saus korea diet,0
6,ayam serundeng,0
6,nasi uduk saus kacang supreme,0
6,pasta aglio eolio dori stick diet,0
6,sempol ayam grill bowl,0
6,rolade ayam,0
6,dori cabai garam,0
6,dori cabe garam,0
6,beef bulgogi,0
6,healthy oseng mercon sapi yellowfit,0
6,dori katsu saus asam manis healthy,0
6,pangsit ayam yamin yahun,0
6,baked fish mozaru,0
6,pizza fit,0
6,chicken soy garlic yangnyeom deluxe,0
6,beef tofu teriyaki lengkap,0
6,chicken teriyaki grill,0
6,baked fish mozaru signature,0
7,cah tahu sapi,1
7,sapi cabe garam,1
7,buncis sapi lada hitam,1
7,beef yakiniku,1
7,bistik sapi,1
7,telur mata sapi balado special,0
7,cah buncis sapi cincang,0
7,ayam bakar bowl,0
7,ayam goreng kunyit,0
7,ayam maranggi,0
7,slow cooked beef signature,0
7,beef short ribs rendang special,0
7,dori oat saus wijen premium,0
7,nasi uduk saus kacang supreme,0
7,dori stick,0
7,udang saus blackpepper chef s choice,0
7,indonesian beef bakso yellowfit,0
7,pasta aglio eolio dori stick diet,0
7,cah ayam jamur,0
7,ayam suwir teriyaki,0
7,dori chips saus asam manis lengkap,0
7,ayam bakar padang spesial,0
7,dori katsu pasta aglio eolio,0
7,prawn cake thailand sauce special,0
7,chicken salted egg,0
8,fish stick saus korea,1
8,dori saus mentega,1
8,dori chips saus asam manis,1
8,dori katsu saus asam manis,1
8,fish katsu saus manis pedas,1
8,dori stick,0
8,bola daging teriyaki,0
8,ayam bumbu kari,0
8,udang saus blackpepper yellowfit,0
8,soto betawi,0
8,fish stick saus wijen premium,0
8,chicken blackpepper egg tortila lengkap,0
8,chicken herbs grill egg tortila,0
8,chicken honey,0
8,sei sapi box,0
8,cah brokoli ayam,0
8,dori sambal matah,0
8,rawon surabaya,0
8,soto ayam kuning,0
8,sei ayam with brown rice spesial,0
8,pangsit ayam yamin yahun,0
8,spaghetti ayam geprek special,0
8,thai coconut curry baby corn chef s choice,0
8,dori cabe garam premium,0
8,chicken karage saus korea,0
9,ayam serundeng,1
9,soto ayam kuning,1
9,chicken curry,1
9,ayam bumbu kari,1
9,opor ayam tanpa santan,1
9,mac diet panas special deluxe,0
9,sei ayam with potatoes premium,0
9,beef patty bbq,0
9,ayam bakar bowl,0
9,ayam asam manis healthy,0
9,sapi cabe garam bowl,0
9,thai coconut curry baby corn chef s choice,0
9,chicken tomyum,0
9,chicken katsu premium,0
9,japanese beef teriyaki bread yellowfit,0
9,with brown rice box,0
9,opor ayam tanpa santan lengkap,0
9,ayam goreng kunyit supreme,0
9,brokoli sapi lada hitam,0
9,indonesian beef bakso special,0
9,hamburg steak saus teriyaki,0
9,soto betawi tanpa santan,0
9,pasta aglio eolio dori stick diet,0
9,sapi cabe garam,0
9,bola daging saus lada hitam diet,0
10,soto betawi,1
10,soto bandung,1
10,tumis ayam paprika,0
10,chicken blackpepper egg tortila lengkap,0
10,dietgo fried chicken bowl,0
10,ikan sambal kecombrang chef s choice,0
10,pizza fit deluxe,0
10,bola daging teriyaki box,0
10,beef patty bbq,0
10,soto betawi ayam chef s choice,0
10,ayam goreng kunyit yellowfit,0
10,beef short ribs rendang signature,0
10,spaghetti ayam geprek special,0
10,cah sapi buncis,0
10,creamy chicken mushroom,0
10,chicken rolade,0
10,chicken salted egg,0
10,soto ayam kuning box,0
10,grilled chicken 400 keal premium,0
10,pasta aglio eolio dori stick diet,0
10,mac diet panas special deluxe,0
10,rawon surabaya sapi ayam premium,0
11,sempol ayam grill,1
11,bola ayam crispy,1
11,chicken ball crispy,1
11,chicken katsu,1
11,chicken patty crispy,1
11,with brown rice healthy,0
11,pasta aglio eolio dori stick,0
11,chicken truffle meatballs deluxe,0
11,sapi cabe garam bowl,0
11,baked fish mozaru special,0
11,bistik bola sapi,0
11,soto ayam spesial,0
11,opor susu legenda chef s choice,0
11,buncis sapi lada hitam,0
11,tumis ayam paprika box,0
11,baked fish mozaru supreme,0
11,soto bandung healthy,0
11,mac diet panas special chef s choice,0
11,cah brokoli ayam,0
11,ayam serundeng sambal korek,0
11,prawn cake thailand sauce deluxe,0
11,ayam asam manis healthy,0
11,chicken sandwich box,0
11,recharge with se l sapi lengkap,0
11,chicken soy garlic yangnyeom,0
12,ikan acar kuning,1
12,dori sambal ijo,1
12,ikan woku,1
12,gulai ikan,1
12,dori katsu balado,1
12,rawon surabaya lengkap,0
12,mac diet panas special,0
12,dori katsu balado spesial,0
12,soto ayam kuning,0
12,thai coconut curry baby corn,0
12,ayam bakar bacem,0
12,hamburg steak saus teriyaki chef s choice,0
12,soto daging spesial,0
12,ayam saus mentega box,0
12,pasta aglio eolio dori stick diet,0
12,mac diet panas special special,0
12,healthy japanese sushi roll yellowfit,0
12,udang saus blackpepper yellowfit,0
12,dori popcorn premium,0
12,chicken truffle meatballs yellowfit,0
12,chicken bbq grill diet,0
12,with brown rice box,0
12,ayam cabe ijo,0
12,sei ayam with brown rice sei box,0
12,cah tahu sapi,0
13,ayam suwir teriyaki,1
13,chicken karage saus korea,1
13,chicken teriyaki grill,1
13,ayam saus mentega,1
13,chicken soy garlic yangnyeom deluxe,0
13,chicken potatoes bowl,0
13,dori stick,0
13,sempol ayam grill,0
13,sapi cabe garam box,0
13,cah buncis ayam,0
13,dori katsu saus asam manis,0
13,ayam goreng kunyit,0
13,chicken grill sambal matah,0
13,dori katsu balado,0
13,sei sapi with lemonilo premium,0
13,fish stick saus wijen premium,0
13,grilled chicken with lemonilo healthy,0
13,ayam goreng kunyit supreme,0
13,egg tortila baked chicken honey,0
13,soto betawi ayam,0
13,healthy oseng mercon sapi chef s choice,0
13,ayam saus mentega box,0
13,udang saus blackpepper yellowfit,0
13,mie ayam sehat spesial,0
14,cah sapi buncis,1
14,brokoli sapi lada hitam,1
14,bola daging saus lada hitam,1
14,buncis sapi lada hitam,1
14,beef bulgogi,1
14,pangsit ayam yamin yahun healthy,0
14,ayam bakar bowl,0
14,beef short ribs rendang special,0
14,ayam suwir teriyaki,0
14,soto betawi,0
14,chicken honey healthy,0
14,chicken woku,0
14,chicken ball crispy premium,0
14,dori saus mentega,0
14,ayam saus wijen premium,0
14,chicken blackpepper lengkap,0
14,chicken truffle meatballs yellowfit,0
14,soto betawi tanpa santan,0
14,dori cabe garam premium,0
14,sei ayam with lemonilo premium,0
14,japanese beef gyudon with brown rice bowl,0
14,grilled chicken 400 keal premium,0
14,chicken steak diet,0
14,konsumsi dada ayam healthy,0
14,salmon red thai curry yellowfit,0
15,dori salted egg,1
15,chicken grill sambal matah,1
15,dori sambal matah,1
15,thai coconut curry baby corn signature,0
15,brown rice ce apple tea saldo gopay diet,0
15,ayam saus mentega box,0
15,opor ayam tanpa santan,0
15,pangsit ayam kuah,0
15,chicken honey,0
15,indonesian beef bakso,0
15,pizza fit signature,0
15,slow cooked beef signature,0
15,ayam bumbu kari,0
15,baked fish mozaru supreme,0
15,dori oat saus wijen premium,0
15,dietgo fried chicken bowl,0
15,sei ayam with lemonilo premium,0
15,healthy fried chicken diet,0
15,dori saus mentega,0
15,indonesian beef bakso special,0
15,bola ayam saus asam pedas,0
15,thai coconut curry baby corn,0
15,ayam asam manis healthy chef s choice,0
